# Constructed from biom file
#OTU ID	PV22	PV41	PV30	HV7	HV4	HV23	HV9	PV32	HV8	PV46	HV34	PV55	PV37	HV17	PV52	HV10	HV26	HV54	PV63
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0	0.000312891113892	0.0	0.000125156445557	6.25782227785e-05	0.000125156445557	6.25782227785e-05	0.000750938673342	6.25782227785e-05	0.000125156445557	6.25782227785e-05	0.0	0.000125156445557	0.0	0.000312891113892	0.0	6.25782227785e-05	0.0	0.00100125156446
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	0.00150187734668	0.00193992490613	0.000876095118899	0.000125156445557	0.00081351689612	0.0161451814768	0.000125156445557	0.000563204005006	0.00219023779725	0.00444305381727	0.000563204005006	0.000500625782228	0.00556946182728	0.000438047559449	0.00131414267835	0.000750938673342	0.000938673341677	0.00294117647059	0.00181476846058
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.00369211514393	0.0340425531915	0.00481852315394	0.0216520650814	0.0473717146433	0.0220901126408	0.00356695869837	0.208135168961	0.00275344180225	0.0026282853567	0.00250312891114	0.00344180225282	0.0331664580726	0.00225281602003	0.0344180225282	0.00350438047559	0.00168961201502	0.0023153942428	0.173028785982
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__	0.00081351689612	0.000312891113892	0.000125156445557	0.000187734668335	0.000688360450563	0.00644555694618	0.000375469336671	0.00081351689612	0.00081351689612	0.00362953692115	0.000187734668335	0.000125156445557	0.000250312891114	0.000563204005006	0.00150187734668	0.00250312891114	0.000563204005006	0.00256570713392	0.000125156445557
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella	0.0183979974969	0.00700876095119	0.00469336670839	0.00387984981227	0.0646433041302	0.352941176471	0.00575719649562	0.020901126408	0.0183979974969	0.231727158949	0.0128285356696	0.00688360450563	0.00550688360451	0.00632040050063	0.0548185231539	0.0182102628285	0.0102628285357	0.0482478097622	0.00556946182728
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella	0.0	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	6.25782227785e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium	0.0	0.0	6.25782227785e-05	0.0	0.000500625782228	0.000876095118899	0.0	6.25782227785e-05	0.0	0.000312891113892	0.000125156445557	0.0	0.0	0.000125156445557	0.000876095118899	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter	0.0	0.0	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	0.000125156445557	0.0014392991239	0.000250312891114	0.000125156445557	0.00431789737171	0.000563204005006	0.000187734668335	0.0160826032541	0.000250312891114	0.000688360450563	0.000187734668335	0.000375469336671	0.00100125156446	0.000187734668335	0.000187734668335	0.000438047559449	0.000187734668335	0.000125156445557	0.00775969962453
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.000438047559449	0.00118898623279	0.000750938673342	0.000688360450563	0.00112640801001	0.00907384230288	0.00212765957447	0.00481852315394	0.000438047559449	0.00118898623279	0.000438047559449	0.00538172715895	0.0245306633292	0.000187734668335	0.000375469336671	0.000938673341677	0.00244055068836	0.000500625782228	0.00657071339174
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__	6.25782227785e-05	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Flexispira	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Pseudidiomarina	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	0.0480600750939	0.0729036295369	0.0954943679599	0.0136420525657	0.12478097622	0.16508135169	0.115894868586	0.0101376720901	0.178785982478	0.0812891113892	0.168710888611	0.124280350438	0.00938673341677	0.261138923655	0.235481852315	0.310763454318	0.126720901126	0.169211514393	0.0100750938673
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Aquamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	0.0	6.25782227785e-05	0.000125156445557	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.000125156445557	0.0	0.000125156445557	6.25782227785e-05	0.000187734668335	0.000688360450563	6.25782227785e-05	0.000187734668335	0.000187734668335	0.0	0.000250312891114	6.25782227785e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia	0.000187734668335	0.000187734668335	0.000563204005006	0.000312891113892	0.00312891113892	0.00325406758448	0.000312891113892	6.25782227785e-05	0.0014392991239	0.0017521902378	0.00100125156446	0.00137672090113	6.25782227785e-05	0.00256570713392	0.00350438047559	0.00575719649562	0.0014392991239	0.00125156445557	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella	6.25782227785e-05	0.000250312891114	0.000125156445557	0.000500625782228	0.00275344180225	0.00100125156446	0.000750938673342	0.000187734668335	0.000876095118899	0.000375469336671	0.00500625782228	0.000563204005006	0.0	0.00281602002503	0.0040675844806	0.0014392991239	0.00250312891114	0.000876095118899	0.000125156445557
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Plesiomonas	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.000187734668335	0.0	6.25782227785e-05	0.0	6.25782227785e-05	0.000125156445557	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Samsonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella	0.000250312891114	0.000187734668335	0.00100125156446	0.000500625782228	0.000938673341677	0.00250312891114	0.00337922403004	0.000563204005006	0.00106382978723	0.00081351689612	0.00181476846058	0.0157071339174	0.000625782227785	0.00381727158949	0.00269086357947	0.0014392991239	0.00150187734668	0.000938673341677	0.000500625782228
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__	0.0	0.0	6.25782227785e-05	0.0	0.0	0.000125156445557	0.0	0.0	6.25782227785e-05	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	6.25782227785e-05	0.000125156445557	6.25782227785e-05	0.000187734668335	6.25782227785e-05	0.000125156445557	0.000125156445557	0.0	6.25782227785e-05	0.0	0.0	0.000438047559449	6.25782227785e-05	0.000187734668335	0.000125156445557	0.0	6.25782227785e-05	6.25782227785e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125156445557	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__	0.0	6.25782227785e-05	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas	0.0	0.0	0.0	0.0	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16;g__	0.0	6.25782227785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__	0.0	6.25782227785e-05	6.25782227785e-05	6.25782227785e-05	0.0	6.25782227785e-05	0.0	0.0	0.0	0.000250312891114	0.000125156445557	0.0	0.000125156445557	0.0	0.0	6.25782227785e-05	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia	0.122403003755	0.197809762203	0.207071339174	0.717647058824	0.468272841051	0.217209011264	0.614956195244	0.189924906133	0.730475594493	0.203629536921	0.735857321652	0.554192740926	0.0945556946183	0.694305381727	0.551001251564	0.539111389237	0.794555694618	0.644618272841	0.114893617021
